abstract,authors,en_abstract,en_keywords,en_title,keywords,pdf_url,title,url
"地表硬化是城市发展的重要特征之一,识别地表硬化程度对认识城市景观格局、物流、能流等社会、经济、自然过程具有重要意义.研究利用TM遥感影像,发展城市地表硬化度的遥感分析方法,提出地表硬化度指数,应用主成分回归方法,有效地拟合了地表硬化度和多光谱因子的关系(RTM=0.851,p0.001).经统计检验:基于TM拟合的地表硬化度和真实的地表硬化度的相关性达到0.91(R=0.91).在此基础上,应用地表硬化度指数和基于目标分割的遥感分类方法,研究了北京市建城区(5环内)地表硬化度和建设密度的空间格局.结果表明:北京市城区中等(地表硬化度在50%-70%)和高密度建设用地(地表硬化度大于70%)总体比例大于70%,占绝对优势,其景观斑块的大小、形状等格局特征主导了北京城区景观格局的总体特征.但2-5环不同环带内硬化地表的格局特征明显不同.3-4环带是近20年城市发展的核心区,地表硬化格局综合体现了城市不同发展阶段的土地利用特征;2环带是老城区,以老北京胡同和文化古迹为主,高密度建设用地比例最高;5环带是城乡过渡区,以村镇、开发区为主体的高密度和中等密度建设覆盖比例为68.8%,斑块异质性较其他环带低,以林地、耕地等为主的硬化度较低的土地覆盖比例是31.2%,斑块异质性更低.",,,Key Words:Remote sensing mi pervious surface landscape pattern object segmentation,Study on the Spatial Pattern of Impervious Surface Using Remote Sensing Data within the Urban Area of Beijing,关键词:遥感 硬化地表 景观格局 目标分割,,基于遥感信息的北京硬化地表格局特征研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080479&flag=1
"利用航天、航空遥感数据,对北京奥运主场馆区工程建设过程中环境、交通、场馆、绿地等焦点问题的改善和变化指标进行了立体的连续观测,并以季报、年报形式予以发布,开发了奥运主场馆区工程环境监测虚拟仿真示范系统、具有自主版权的基于Internet的虚拟奥运场景发布与浏览系统.这些立体、连续、累积的观测数据与标准化系列产品直接提供给了奥运组委会和北京市相关部门,切实服务于奥运规划建设,为落实""绿色奥运""提供了科学数据与信息;完成的航空遥感影像图为第29届奥林匹克运动会组织委员会工程规划部和北京市规划委员会所采用,用于奥林匹克公园区的规划设计和奥林匹克公园周边地区的交通规划设计.",,,Key Words:Olympic Games high-spatial resolution remote sensing environment dynamic monitoring virtual\nsmi ulation,High-spatial Resolution Remote Sensing for Environment Monitoring and Virtual Simulating for Beijing Olympic Venue Construction,关键词:奥运 高分辨率遥感 环境 动态监测 虚拟仿真,,奥运主场馆区工程环境高分辨率遥感监测与虚拟仿真研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080478&flag=1
"遥感图像中多目标关联存在以下两个问题:一是低时间分辨率观测使得目标状态信息无法准确估计,基于Kalman滤波的多目标关联算法不再适用;二是基于图像特征的目标关联算法又无法处理大场景观测中多个目标关联引起的模糊性.针对上述问题,提出一种基于多尺度自卷积特征匹配和关联代价矩阵最优化的多目标关联算法.实验表明该算法对遥感图像中多目标关联问题具有一定的适用性.",,,Key Words:remote sensing mi age target association multi-scale autoconvolution association costmatrix,A MSA Feature-based Multiple Targets Association Algorithm in Remote Sensing Images,关键词:遥感图像 目标关联 多尺度自卷积 关联代价矩阵,,基于MSA特征的遥感图像多目标关联算法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080477&flag=1
"高光谱遥感技术,将反映目标辐射特性的光谱信息与反映目标空间位置关系的图像信息有机地结合在一起.高光谱影像具有丰富的光谱信息,较全色、多光谱影像能够更好的进行地面目标的分类识别.在介绍核Fisher判别分析算法的基础上,选用径向基核函数,使用一对一或一对余构造多类构造法,并利用交叉验证网格搜索法优化核函数参数,构建了快速稳定的多类核Fisher判别分析分类器.通过OMIS和AVIRIS影像的分类实验,表明了核Fisher判别分析与支持向量机的分类精度相当,但是所需的训练时间较短.",,,Key Words:hyperspectral remote sensing classification KernelFisherDiscrmi inantAnalysis kernel function,Hyperspectral Remote Sensing Image Classification Based on Kernel Fisher Discriminant Analysis,关键词:高光谱遥感 分类 核Fisher判别分析 核函数,,基于核Fisher判别分析的高光谱遥感影像分类,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080476&flag=1
"目标物的反射特性,无论是在遥感模型还是在遥感反演中都扮演着重要的角色,因此选用正确的自然条件下目标物反射特性的测量方法是遥感定量分析的基础.长期以来在自然条件下(即太阳直射光和天空漫射光同时存在)测量目标物的反射特性时,可以获得BRF(Bidirectional Reflectance Factor)作为目标反射特性的描述,但这样获得的BRF与辐射环境有关.为了消除辐射环境的影响,获得真正能够反映目标物的反射特性的BRDF(Bidirectional Reflectance.Distribution Function),前人提出了一些野外测量的方法.本文在此基础上,利用计算机模拟的辐射度(Radiosity)模型在真实场景基础上模拟BRF值,分析测量方法中存在的系统误差受观测条件影响的大小,比较了测量方法的优劣,提出了野外测量时选择测量方法的基本原则.",,,Key Words:bidirectional reflection BRDF BRF RGM (Radiosity-Graphic combined Model),Two Methods of Acquiring BRDF of Object in the Field Simulated with Radiosity-graphics Combined Model and Error Analysis,关键词:二向性反射 双向反射率(BRDF) 双向反射率因子(BRF) 辐射度模型,,两种BRDF室外测量方法的RGM模拟对比与误差分析,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080475&flag=1
"基于长时间序列上的差分雷达地表形变检测技术是近年来形变监测领域中一项重要的关键技术,而在长时间序列上稳定目标点的准确提取则是其中的一项重要环节,在此本文提出了一个有效的提取稳定目标点的多级探测方法.该方法以传统的振幅探测法为基础提取稳定目标点,同时针对振幅探测中稳定目标点的分布密度低、不均匀等问题,建立时间相干性计算模型,并利用目标点时间相干信息提取更多满足要求的稳定点目标.本文选用上海地区的26幅ERS-1/2 C波段SAR图像(1992-2000年获取)进行了目标点的提取实验,证实了该方法的有效性和可靠性.",,,Key Words:long temporal series pointwise target extraction amplitude detection multi-step detection temporal\ncoherence,A Multi-Step Detection Method for Extraction of Stable Pointwise Target in Long Temporal SAR Image Series,关键词:长时间序列 目标点提取 振幅探测 多级探测 时间相干性,,一种在长时间序列SAR影像上提取稳定目标点的多级探测法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080474&flag=1
"Fourier-Mellin不变性对称相位匹配滤波器,即symmetric phase-only matched flitering of fourier-mellin invariant(SPOMF-FMI)能解决影像配准的平移、旋转和放缩几何变换问题;然而,该方法在实际应用中具有局限性,包括图像几何尺度和图像非线性几何畸变处理能力.为了克服上述缺陷,提出了一种附带星载参数的星载合成孔径雷达(synthetic aperture radar,SAR)影像自动配准算法.该方法采用由粗到精匹配策略,由距离-多普勒影像粗匹配和改进SPOMF-FMI影像精匹配组成.使用Radarsat-1和ENVISAT ASAR影像做实验,结果表明本方法在处理重复轨道或相同升、降轨星载SAR影像(即确保相似影像纹理测度)配准问题时,能达到子像素级的配准精度.",,,Key Words:automatic registration synthetic aperture radar (SAR) Kriging interpolation,Automatic Registration of Spaceborne SAR Images Accompanied by Ephemeris,关键词:自动配准 合成孔径雷达 克吕格插值,,附带星历参数的星载合成孔径雷达影像自动配准算法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080473&flag=1
"针对中巴资源(CBERS-02)卫星数据的定量化处理技术进行比较概括的阐述.在中国卫星应用中心已有的产品体系基础上,考虑CBERS卫星多波段摄像机、宽视场成像仪及红外多光谱扫描仪数据定量化的特点,建立了CBERS-02卫星数据定量化产品体系.并对其中的主要定量化过程与产品反演算法进行描述,具体包括CBERS-02数据的场地辐射定量标和交叉辐射定标结果、云监测算法、大气校正算法、地表反射率和反照率以及以此为基础的得到的植被指数等相关定量化产品算法.介绍了定量化处理CBERS-02卫星数据的软件,为CBERS-02数据的应用提供了技术支撑.",,,Key Words:CBERS-02 satellite quantifying processing,Parameter Retrieval Algorithm and Softwave Design for CBERS-02 Satellite Data,关键词:CBERS-02卫星 定量化,,基于CBERS-02卫星数据的参数定量反演算法及软件设计,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080472&flag=1
"基于遥感图像的地物识别需要大量地物波谱数据的支持,而现有地物波谱库中收集到的同一地物的波谱,由于其测量尺度和方法的差异,波谱也存在很大差异.以冬小麦为例,首先介绍了材料波谱、端元波谱和像元波谱这3种不同尺度波谱的概念,并以实验数据分析了不同测量尺度下波谱的差别,以此说明波谱尺度转换的必要性.然后利用物理模型和统计模型建立不同测量尺度下的波谱转换关系.分别验证了SAILH模型和线性光谱混合模型在波谱转换中的精度.研究表明,在大尺度上采用统计模型,在小尺度上采用非线性的物理模型可以解释不同尺度观测植被波谱之间的差异.",,,Key Words:spectrum measuring scale SAILH linearmixingmodel,Preliminary Research on Scale Effect and Scaling-up of the Vegetation Spectrum,关键词:波谱 测量尺度 SAILH模型 线性光谱混合模型,,植被波谱空间尺度效应及尺度转换方法初步研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080471&flag=1
"尺度概念是理解地球系统复杂性的关键,尺度问题被认为是对地观测的主要挑战之一,而结合具体研究应用领域,由地学现象的尺度本身出发,选择所需遥感影像的最佳尺度和分辨率,是非常有现实意义的.本文在深入剖析了遥感影像的尺度特性和遥感影像尺度选择的意义的基础上,探讨了基于地统计学方法定量选择遥感影像最佳空间分辨率的方法.阐明了传统局部方差方法不能得到理想结果的原因:传统的局部方差方法的实质是基于变化地面面积计算影像局部方差的均值,而基于这样不同甚至是相差悬殊的地面面积进行局部方差计算,其结果必然不具有可比性.对此,本文提出了基于可变窗口与可变分辨率的改进局部方差方法,即依次降低空间分辨率时,高分辨率采用大窗口尺寸,低分辨率采用小窗口尺寸来维持计算窗口内的地面面积的一致,由此计算出的局部方差作比较来判定遥感影像最佳分辨率.进行了系列实验分析,得到了相关结论,分析得出这种基于地统计的方法来选择遥感影像最佳分辨率的方法,对遥感和GIS研究与地学应用具有一定的理论意义和指导意义.",,,Key Words:remote sensing mi age scale spatial resolution local variance,Spatial Scale of Remote Sensing Image and Selection of Optimal Spatial Resolution,关键词:遥感影像 尺度 空间分辨率 局部方差,,遥感影像空间尺度特性与最佳空间分辨率选择,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080470&flag=1
"蒸散发是水圈、大气圈和生物圈水分和能量交换的主要过程,也是水循环中最重要的分量之一.遥感技术的应用使得区域尺度的蒸散发估算成为可能,由此涌现出许多旨在精确反演不同时空尺度蒸散发及地表通量的模型,以更好地服务于相关领域的研究和应用.根据模型建构思想和方法的不同,从基于能量平衡的单层和多层模型、基于能量平衡的彭曼类模型以及遥感经验模型3个方面入手,系统回顾国内外遥感蒸散发模型的算法,详细评述了目前应用较为广泛的SEBAL, SEBS, TSEB模型的原理和优劣,分析了蒸散发反演存在的时间拓展及不确定性、时空分辨率及尺度效应、模型选择及适用性判别、平流影响和精度检验5个问题.指出今后应加强陆面过程和地-气系统作用机制、模型输入参数精度、精度检验和尺度效应及误差传递规律等方面的研究.",,,Key Words:,Progress in Models for Evapotranspiration Estimation Using Remotely Sensed Data,关键词:遥感 蒸散发 模型 陆面过程,,遥感蒸散发模型研究进展,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080369&flag=1
"蛋白质含量是小麦重要的品质指标,快速、大面积获取其变化动态信息,对于品种种植区划研究和食品品质加工非常重要.通过设置不同年份、不同区域的小麦种植试验,综合分析TM遥感影像的植被指数和小麦长势信息之间的关系,结合小麦灌浆期间气候环境条件对籽粒品质形成的影响特点,建立基于NDVI和籽粒氮素积累生理生态过程的籽粒蛋白质含量预测模型.利用不同的试验数据对模型的可靠性进行了检验,模型的预测值与测量值较为一致,均方根差(RMSE)小于0.47%-0.59%.模型预测性能较好,且具有一定的解释性和机理性,可以适用于不同年度、不同区域间对小麦籽粒蛋白质含量的监测预报.基于空间遥感信息和籽粒氮素积累的生理生态过程,建立了较为简化的小麦籽粒蛋白质含量的预测模型,模型的研究不仅为实时预测不同生态条件下小麦籽粒蛋白质含量的动态变化奠定了基础,而且是对国内外现有小麦品质模型的发展和完善.",,,Key Words:,A Model for Predicting Protein Content in Winter Wheat Grain Based on Land-Sat TM Image and Nitrogen Accumulation,关键词:冬小麦 TM影像 氮素积累 籽粒蛋白质含量 预测模型umulation Nitrogen TM Image Based Grain Winter Wheat Protein Content Predicting 完善 发展 小麦品质 态变化 生态条件 实时预测,,基于NDVI和氮素积累的冬小麦籽粒蛋白质含量预测模型,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080368&flag=1
"本文基于遥感和地理信息系统技术,用气象数据对中国的寒旱区作了初步的定义.利用GIMMS AVHRR NDVI (Normalized Difference Vegetation Index)数据对中国寒旱区植被覆盖的情况进行了动态监测.采用最大化合成植被指数SINDVI,一元线性回归趋势分析和偏差分析得出寒旱区植被变化特征,并且结合各个气象台站的年平均气温和年总降水数据采用相关分析方法,分析植被动态对气候对气候变化的响应.得出结论:东北的长白山、大小兴安岭、山西的太行山、新疆的准格尔盆地和阿尔泰山的部分地区植被呈现明显退化趋势;而天山、喜马拉雅山、祁连山、阴山、蒙古高原、东北平原及大巴山的高山区,植被呈现改善趋势.中国寒旱区大部分区域植被变化与降水和温度均呈现正相关关系.",,,Key Words:,Variation of AVHRR NDVI and its Relationship with Climate in Chinese Arid and Cold Regions,关键词:中国寒旱区 NDVI 植被动态变化 气候 遥感,,基于GIMMS AVHRR NDVI数据的中国寒旱区植被动态及其与气候因子的关系,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080367&flag=1
"利用位于北京城区北部AERONET网北京站点2005-2006年地基观测数据,对比分析了AERONET观测网使用的气溶胶参数反演算法与加入偏振信息后的气溶胶参数反演算法精度.结果表明,加入865nm偏振信息后的气溶胶参数反演具有更高的精度.在此基础上,基于两种算法反演获得的北京站点2005年和2006年气溶胶光学参数和物理参数,对奥运工地建设区气溶胶特性的变化情况进行了详细的分析.结果表明:(1)2006年的光学厚度有所增大,气溶胶的粒径也同时有所增大;(2)2006年的气溶胶单次散射反照率基本比2005年低0.05左右,位于0.85左右的水平,而且夏季更低,达0.80附近,说明2006年气溶胶具有更强的吸收特性;(3)偏振相函数值与Angstrom指数值变化是一致的;(4)两年的气溶胶粒子谱形态均表现出北京北部城区气溶胶双峰型分布特点,但2006年双峰的粒子半径均比2005年的偏大一些.",,,Key Words:,Aerosol Property Change Study in North City of Beijing Based on the Ground-based Polarized Measurement,关键词:气溶胶参数反演 偏振 AERONET网北京站点化 Measurement Based Beijing City Study Property 半径 粒子谱 双峰型 分布特点 表现 形态 数值变化,,基于地基偏振观测研究北京城区北部大气气溶胶特性变化,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080366&flag=1
"水体的光谱特性主要表现为体散射而非表面反射,光学浅水中,光穿透水体而到达水底,离水辐射包含水体自身的贡献以及底质反射并透过水体到达水面的贡献.2004年10月试验获取了太湖67个样点的遥感反射比、后向散射以及吸收等表观光学量和固有光学量,同时测量了叶绿素、悬浮物和DOC含量,以及其他相关参数,如透明度、水深;以草泥均匀分布的水平朗伯性湖底、均质水体为假设条件,使用LEE模型,计算了太湖草型湖区底质对恰在水面下遥感反射比的贡献,同时计算了漫垂直衰减系数;分析了漫垂直衰减系数与透明度、悬浮颗粒以及与无机悬浮颗粒的关系,同时分析了漫垂直衰减系数与底质贡献的关系,从而为太湖水质参数遥感反演精度的提高打下了良好的基础并有了定量判断底质贡献的科学依据.",,,Key Words:,"Contribution of Vegetation Bottom to Remote Sensing Reflectance in Taihu Lake, China",关键词:草型底质 遥感反射比 太湖比 Taihu Lake Reflectance Remote Sensing Bottom Vegetation 科学 判断 定量 反演精度 水质参数 关系 无机悬浮颗粒 分析 衰减系数 计算 模型,,太湖草型湖区底质对遥感反射比的贡献,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080365&flag=1
"用2002年和2003年日本Pi-SAR全极化数据,研究日本北海道苫小牧森林地区的森林生物量.雷达后向散射系数随森林生物量的增大而增大并迅速达到饱和,L波段雷达数据饱和点约为40t/hm2,X波段仅约为20t/hm2.在SAR数据统计分布中,K分布的指数参数在饱和点以上仍随生物量的增大而增大,并且HV极化方式时相关性最高.根据交叉极化数据K分布的指数参数与森林生物量的关系,本文估算了23个观测点的森林生物量,结果表明平均准确率为85%.因此该算法可以作为一种新的估算森林生物量的手段.",,,Key Words:,Estimation of Forest Biomass and Experimental Validation Based on Pi-SAR Polarimetric Data and K-Distribution Index,关键词:SAR 森林生物量 饱和点 K分布指数,,Pi-SAR极化数据与K分布指数估算森林生物量与实验验证,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080364&flag=1
"北京1号小卫星是中国第一颗实用型对地观测微小卫星,也是""国际灾难监测星座(DMC)""的第五颗星,该卫星于2005年10月27日在俄罗斯发射成功,设计寿命5年.在北京1号小卫星发射成功后,中英双方开始对卫星进行在轨测控和调试.在分析光学遥感器成像模型基础上,参考国际典型卫星在轨测试内容和北京1号卫星的特点,提出了北京1号小卫星在轨测试的内容、指标体系和技术方法,全面评价了北京1号小卫星的辐射性能、几何性能、光谱性能和图像综合质量,评价结果表明北京1号小卫星具有良好的性能.",,,Key Words:,On-orbit Performance Assessment of Beijing-1 Microsatellite Sensors,关键词:北京1号 小卫星 在轨测试 图像质量评价,,北京1号小卫星遥感器性能在轨测试,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080363&flag=1
"遥感影像中的混合像元不仅影响地物识别和分类的精度,而且已成为遥感科学向定量化发展的主要障碍.为此,人们已经提出了多种混合像元分解算法,其中应用最为广泛的是最小二乘法.该方法虽然具有意义明确、简单易行等特点,但也易受局部噪声、大气效应、环境辐射等因素的影响.本文将混合像元分解问题归结为一个基于光谱匹配的非线性最优化问题,并针对最小二乘法的不足提出了一种新的基于相关系数匹配(spectral correlation matching, SCM)的混合像元分解技术.通过在北京市北三环及其以北区域内案例的研究表明:在城市区域内,利用图像选取终端端元的办法,基于相关系数匹配的混合像元分解算法的总体精度高于带全约束的最小二乘法(LS)的分解结果.对比分析表明:在目标光谱的绝对值整体放大或缩小而光谱形状得到了很好的保持、及局部噪声使得光谱值显著变化但光谱形状得到了一定程度保持时,基于光谱形状的相关系数法可以得到比基于光谱绝对值的最小二乘法精度更高的分解结果.",,,Key Words:,A New Spectral Mixture Analysis Method Based on Spectral Correlation Matching,关键词:混合像元分解 光谱匹配 最小二乘法 非线性优化法 Matching Correlation Based Analysis Method 程度 变化 光谱值 形状 目标 分析表 结果 全约束 总体精度 终端端元 选取 图像,,基于相关系数匹配的混合像元分解算法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080362&flag=1
"在MODIS火点检测算法基础上提出一种自适应火点检测的改进算法,并对改进算法进行的构建详细描述.改进的算法按照直方图统计来选择进行非火点排除的中红外通道亮温阈值,利用背景像素相对增温法判断疑似火点,提高了火点的识别能力.另外改进算法对云覆盖下的火点也有一定的识别能力.选择中国小火点发生频繁的广东地区进行改进算法的检验,结果表明火点检测效果理想.",,,Key Words:,Improved Algorithm of Self-adaptive Fire Detection for MODIS Data,关键词:MODIS 火点检测 背景计算 自适应算法,,MODIS数据自适应火点检测的改进算法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080361&flag=1
"在影像分类的实际应用中,所提取的特征(或波段)间往往存在较大的相关性.为了把Naive Bayes Classifters (NBC)模型更好地应用于分类中,本文在研究NBC模型的基础上,从特征空间划分的角度,将它进一步推广为多级Bayesian Network.实验结果分析表明:由于多级Bayesian Network模型综合考虑了特征之间的条件依赖关系,它在分类精度方面一般高于原始的NBC和最大似然法.然而,对于不同的n值,其分类结果也有所不同.",,,Key Words:,Aerial Image Texture Classification Based on u-level Bayesian Network,关键词:Bayesian Network 纹理分类 航空影像 最大似然法,,多级Bayesian Network的影像纹理分类方法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080360&flag=1
"地理信息分类体系转换对于实现异构地理信息系统之间的语义信息共享与互操作具有至关重要的作用.人工转换方法效果较好,但是对时间、经费和领域专家的要求较高.提出了一种基于字面相似度的地理信息分类体系自动转换方法,包括类别语义相度计算方法、类别转换模型和分类体系转换算法.实验表明,该方法能够比较有效地构建不同地理信息分类体系的类别转换关系,实现它们之间的自动转换.",,,Key Words:,Approach to Automatic Conversion of Geographic Information Classification Schemes,关键词:地理信息分类体系 语义转换 字面相似度 转换模型,,基于字面相似度的地理信息分类体系自动转换方法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080359&flag=1
"为了充分利用卫星所获得的对同一地区多次观测图像来进行清晰化,选择了多时相遥感图像复原技术,利用各观测图像间相似但又有差异的信息,重建出反降晰图像以获得更多的细节.论文建立了多时相遥感图像复原的数学模型,估计出观测图像与参考图像之间的相对运动,选择约束最小二乘法对解进行规整化,获得复原结果.运用该算法对卫星拍摄的多时相遥感图像进行处理,并选择三种衡量标准对复原结果进行定量分析,验证了算法的有效性和实用性.",,,Key Words:,Research on Multi-temporal Remote Sensing Image Restoration,关键词:多时相 图像复原 运动估计 约束最小二乘法究 Image Restoration Remote Sensing 有效性 验证 定量分析 衡量标准 处理 算法 运用 结果 规整化 乘法 最小 约束 相对运动 参考图像 估计,,多时相遥感图像复原方法的研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080358&flag=1
"提出了一种基于局部能量最大可分的异常检测算法,以滑动窗口中心点作为被检测点,其他点作为背景点,在最优投影方向上,以被检测点与邻域背景的投影能量之比来度量该点异常度.利用窗内投影值分布及与被检测点投影值关系等约束条件,去除异常信息对背景特性统计的影响,以真正反映异常与背景的可分程度.提出有效的多随机窗表决算法,以抑制虚警.实验结果表明,该算法具有较好的鲁棒性,能有效实现复杂未知场景下的异常目标检测.",,,Key Words:,Anomaly Detection Algorithm for Hyperspectral Images Based on Local Energy Maximal Division,关键词:高光谱图像 异常检测 局部能量最大可分 多随机窗表决,,基于局部能量最大可分的高光谱图像异常检测算法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080357&flag=1
"在分布式异构网络环境下,如何根据时间、空间和尺度等因子发现地学传感器和聚集传感器观测数据已成为自适应地球观测和空间信息服务中需要解决的问题.本文提出集成OGC的目录服务和传感器观测服务的地学传感器数据的访问方法和体系架构,包含分布式地学观测服务、基于ebRIM的目录服务、SOS注册与搜索服务中间件和地学传感器门户4个部件;深入探讨了观测数据注册的流程、观测能力注册的更新、目录服务中海量历史观测数据的管理和可视化搜索等实现技术;最后,基于传感器观测服务和目录服务标准,设计和实现了服务注册原型,并用E0-1的高光谱观测数据验证了服务原型的可行性,能够有效解决传感器观测服务、观测能力和观测结果的注册、管理和搜索.",,,Key Words:,Sensor Observation Service Registry and Search Based on Catalogue Service for Web,关键词:Sensor Web 地球观测 传感器观测服务 Web目录服务 时空搜索 数据挖掘,,基于Web目录服务的地学传感器观测服务注册和搜索,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080356&flag=1
"分布式星载合成孔径雷达干涉测高系统提供了多个通道的观测数据,给定位和测高带来冗余信息,基于此提出了一种无需控制点支持的干涉测高方法.介绍了该方法的原理,推导了定位与测高方程组,采用一阶近似进行了误差敏感度分析,并通过Monte-Carlo仿真加以验证.仿真结果表明:(1)可以直接采用误差理论分析结果为系统分析和设计提供支撑;(2)测高精度对系统干涉相位差的误差十分敏感.",,,Key Words:,A Multi-baseline InSAR DEM Reconstruction Approach without Ground Control Points,关键词:分布式星载合成孔径雷达 干涉相位差 控制点 高程精度,,一种无控制点支持的分布式SAR系统干涉测高方法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080355&flag=1
"分辨率决定了从点云中提取目标细节的能力,可分为平面分辨率、距离分辨率和强度分辨率.分析了在分辨率中起主导作用的平面分辨率的主要影响因素,得出了计算平面分辨率的理论公式并通过实验验证了其正确性,对地面三维激光扫描实际应用具有指导意义.",,,Key Words:,Research on the Point Cloud Resolutions of TLS,关键词:地面三维激光扫描 平面分辨率 平面点密度,,地面三维激光扫描点云分辨率研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080354&flag=1
"合成孔径雷达(Synthetic Aperture Radar, SAR)成像过程中会出现斑点噪声,一般用多视处理减少图像的斑点噪声,这对合成孔径雷达船只探测造成了一定的影响.本文对不同视数SAR图像的等效视数、空间分辨率和船只海面对比度进行了分析,结果表明:一方面,多视处理增加了等效视数,改善了图像质量,更有利于船只探测;但另一方面,多视处理又降低了图像空间分辨率和船只海面对比度,对船只探测产生不利影响.最后本文选取了窗口滤波法和K分布法两种典型的SAR船只探测方法对多视处理的SIR-C SAR图像进行了船只探测试验,得到了最适合船只探测的多视处理的视数.",,,Key Words:,The Impact of Multi-Look Processing on Synthetic Aperture Radar Ship Detection,关键词:合成孔径雷达 多视处理 船只探测响 Detection Ship Synthetic Aperture Radar Processing 探测试验 探测方法 分布 窗口滤波法 选取 图像空间分辨率 图像质量 改善 结果 分析 对比度 等效视数 斑点噪声,,多视处理对SAR船只探测的影响,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080353&flag=1
"根据SAR原始数据经沃尔什变换(WHT)后的系数特性,提出了一种在沃尔什域按各子带能量分布作变比特块自适应量化的算法-沃尔什域块自适应量化(WHT-BAQ),并将本方法与时域BAQ算法和FFT-BAQ算法作了比较.实验证明,在相同比特率下,WHT-BAQ算法的数据域和图像域信噪比均比时域BAQ算法高,与FFT-BAQ算法性能相当.WHT-BAQ算法的运算量略大于时域BAQ算法,但大大小于FFT-BAQ算法的运算量.加之沃尔什变换具有不作乘法、有快速算法的特性,所以将它用于SAR原始数据压缩有一定的优越性.",,,Key Words:,A Coding Algorithm in Transform Domain for SAR Raw Data,关键词:数据压缩 沃尔什变换 块自适应量化 信噪比 比特率法 Raw Data Domain Transform Algorithm 快速算法 乘法 大小 略大于 运算量 算法性能 信噪比 图像域 数据域 比特率 验证 比较 方法,,一种SAR原始数据的变换域编码算法,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080352&flag=1
"FPAR (fraction of photosynthetically active radiation absorbed by the canopy)是植被冠层阻截太阳光合有效辐射的比例,是遥感估算陆地生态系统植被净第一性生产力(NPP)的重要参数.利用Monte Carlo方法模拟光子在植被冠层中的辐射传输过程,以植被冠层二向反射分布函数的模拟来验证模拟的正确性;在此基础上对400-700nm光合作用波段范围内的植被叶片吸收光子辐射比例的FPAR进行模拟.FPAR的Monte Carlo模拟结果,揭示了FPAR与太阳天顶角及植被冠层参数之间的关系.",,,Key Words:,The Monte Carlo Study on FPAR,关键词:FPAR Monte Carlo 叶面积指数,,FPAR的Monte Carlo模拟研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20080351&flag=1
"通过对海洋中原油、重柴油、轻柴油、润滑油和煤油溢油波谱特征测试分析,绘制各油种不同厚度时光谱特征曲线图,是提取溢油信息的基础.经过多年卫星影像处理实践,筛选出各种油膜不同厚度时的最佳卫星通道组合与增强处理模式,成为理想海洋溢油卫星影像制作的关键技术.并应用户需求在影像中解译出了油膜位置、面积、溢油量、漂移方向和速度.",,,"Key Words:satellite remote sensing, information distilling, oil spill at sea",Spectroscopic Analysis of Oil Spill at Sea and Satellite Information Distilling,关键词:卫星遥感 信息提取 海上溢油,,海洋溢油光谱分析与卫星信息提取,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=200806135&flag=1
